epoch,train_loss,train_recon_loss,train_cls_loss_real,train_cls_acc_real,val_loss,val_mse,val_mae,val_pearson,val_nonzero_mse,val_degraded_mse,val_degraded_mlp_acc,val_recon_mlp_acc,best_val_mse,is_best,eval_scope
1,0.28102680668234825,0.28102680668234825,0.0,0.0,0.13503095507621765,0.15825361013412476,0.3954791724681854,0.008463380858302116,0.15885043144226074,0.16293448209762573,0.42857142857142855,0.3333333333333333,0.15825361013412476,True,real-only
2,0.10442971996963024,0.10442971996963024,0.0,0.0,0.05631302297115326,0.06025144085288048,0.24351485073566437,-0.07880748063325882,0.06018814072012901,0.06180640310049057,0.42857142857142855,0.3333333333333333,0.06025144085288048,True,real-only
3,0.051625327207148075,0.051625327207148075,0.0,0.0,0.03194422647356987,0.02945651113986969,0.16973592340946198,-0.12365414947271347,0.029356742277741432,0.03036118857562542,0.42857142857142855,0.3333333333333333,0.02945651113986969,True,real-only
4,0.032900129444897175,0.032900129444897175,0.0,0.0,0.02217165194451809,0.018172943964600563,0.13244973123073578,-0.12238907814025879,0.018123246729373932,0.019035417586565018,0.42857142857142855,0.3333333333333333,0.018172943964600563,True,real-only
5,0.02421918185427785,0.02421918185427785,0.0,0.0,0.01728552207350731,0.012867019511759281,0.11054489016532898,-0.10013033449649811,0.012865880504250526,0.013749571517109871,0.42857142857142855,0.3333333333333333,0.012867019511759281,True,real-only
6,0.020131169352680445,0.020131169352680445,0.0,0.0,0.01433674804866314,0.009838488884270191,0.09568853676319122,-0.07163995504379272,0.009875990450382233,0.010742032900452614,0.42857142857142855,0.3333333333333333,0.009838488884270191,True,real-only
7,0.01738040358759463,0.01738040358759463,0.0,0.0,0.012337729800492525,0.007887709885835648,0.08464429527521133,-0.04761260375380516,0.007955248467624187,0.008807460777461529,0.42857142857142855,0.3333333333333333,0.007887709885835648,True,real-only
8,0.015530827455222607,0.015530827455222607,0.0,0.0,0.010903310496360064,0.006557101849466562,0.07609996944665909,-0.033261850476264954,0.0066487728618085384,0.007491542957723141,0.42857142857142855,0.3333333333333333,0.006557101849466562,True,real-only
9,0.01426098681986332,0.01426098681986332,0.0,0.0,0.009841534309089184,0.005616087932139635,0.06935331225395203,-0.026477839797735214,0.005727746058255434,0.006567433476448059,0.42857142857142855,0.3333333333333333,0.005616087932139635,True,real-only
10,0.013060803525149822,0.013060803525149822,0.0,0.0,0.0090439198538661,0.004929353017359972,0.06394638121128082,-0.02392294630408287,0.0050576431676745415,0.0058975545689463615,0.42857142857142855,0.3333333333333333,0.004929353017359972,True,real-only
