epoch,train_loss,train_recon_loss,train_cls_loss_real,train_cls_acc_real,val_loss,val_mse,val_mae,val_pearson,val_nonzero_mse,val_degraded_mse,val_degraded_mlp_acc,val_recon_mlp_acc,best_val_mse,is_best,eval_scope
1,0.3989769250154495,0.20378793478012086,6.50629997253418,0.2676056338028169,0.09116283059120178,0.11698205024003983,0.33780670166015625,-0.01346879918128252,0.11698205024003983,0.1248839721083641,0.43478260869565216,0.2608695652173913,0.11698205024003983,True,real-only
2,0.2343350976705551,0.06875766813755035,5.519247674942017,0.2676056338028169,0.03878777101635933,0.03860068693757057,0.1914595514535904,-0.035917941480875015,0.03860068693757057,0.04063958302140236,0.43478260869565216,0.2608695652173913,0.03860068693757057,True,real-only
3,0.1690935879945755,0.03433801308274269,4.491852474212647,0.2676056338028169,0.024569092318415642,0.018771611154079437,0.12630212306976318,-0.013030720874667168,0.018771611154079437,0.019724467769265175,0.43478260869565216,0.2608695652173913,0.018771611154079437,True,real-only
4,0.13371455371379853,0.02367488481104374,3.6679890632629393,0.2676056338028169,0.01977577805519104,0.012112385593354702,0.09201118350028992,-0.007696052547544241,0.012112385593354702,0.013068113476037979,0.43478260869565216,0.2608695652173913,0.012112385593354702,True,real-only
5,0.11076114922761918,0.0199974175542593,3.025457811355591,0.2676056338028169,0.018367063254117966,0.009457374922931194,0.07218261063098907,-0.020685529336333275,0.009457374922931194,0.010476927272975445,0.43478260869565216,0.2608695652173913,0.009457374922931194,True,real-only
6,0.10005125477910042,0.018159815296530723,2.729714775085449,0.2676056338028169,0.01826954260468483,0.008284353651106358,0.060172855854034424,-0.016667716205120087,0.008284353651106358,0.009330692701041698,0.43478260869565216,0.2608695652173913,0.008284353651106358,True,real-only
7,0.0767187625169754,0.01798872146755457,1.9576680421829225,0.2676056338028169,0.018558763898909092,0.007697847671806812,0.05214129015803337,-0.0012522011529654264,0.007697847671806812,0.008768734522163868,0.43478260869565216,0.2608695652173913,0.007697847671806812,True,real-only
8,0.07048534452915192,0.017827619053423404,1.7552575826644898,0.2535211267605634,0.01892856042832136,0.007399634923785925,0.04674684256315231,0.007477197330445051,0.007399634923785925,0.008484295569360256,0.43478260869565216,0.2608695652173913,0.007399634923785925,True,real-only
9,0.06345899552106857,0.01829380989074707,1.5055061817169189,0.23943661971830985,0.019197865389287472,0.00726891728118062,0.043729133903980255,0.014782693237066269,0.00726891728118062,0.008360222913324833,0.43478260869565216,0.43478260869565216,0.00726891728118062,True,real-only
10,0.06175757423043251,0.019681158289313317,1.4025472402572632,0.3380281690140845,0.019186396151781082,0.0072777895256876945,0.044073738157749176,0.025508331134915352,0.0072777895256876945,0.008367428556084633,0.43478260869565216,0.43478260869565216,0.00726891728118062,False,real-only
