epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc,best_val_loss,is_best
1,1.097254516373218,0.36619718309859156,1.1086426973342896,0.391304347826087,0.391304347826087,1.1086426973342896,True
2,1.00596542173708,0.49295774647887325,1.0788975954055786,0.4782608695652174,0.4782608695652174,1.0788975954055786,True
3,0.9680603070997856,0.6338028169014085,1.0496797561645508,0.5652173913043478,0.5652173913043478,1.0496797561645508,True
4,0.9155463173355854,0.676056338028169,1.0206851959228516,0.4782608695652174,0.5652173913043478,1.0496797561645508,False
5,0.8600603669462069,0.7605633802816901,0.9950879216194153,0.4782608695652174,0.5652173913043478,1.0496797561645508,False
6,0.8150498858639892,0.8732394366197183,0.9667841792106628,0.5652173913043478,0.5652173913043478,0.9667841792106628,True
7,0.7669556510280555,0.8450704225352113,0.9407267570495605,0.5652173913043478,0.5652173913043478,0.9407267570495605,True
8,0.7282827295048137,0.8732394366197183,0.9115534424781799,0.6086956521739131,0.6086956521739131,0.9115534424781799,True
9,0.6885057528254012,0.8732394366197183,0.8844435214996338,0.6956521739130435,0.6956521739130435,0.8844435214996338,True
10,0.653298083325507,0.8591549295774648,0.8579930067062378,0.6956521739130435,0.6956521739130435,0.8579930067062378,True
11,0.6171172395558424,0.9154929577464789,0.8333595991134644,0.6956521739130435,0.6956521739130435,0.8333595991134644,True
12,0.5792116094642962,0.9295774647887324,0.8099788427352905,0.6956521739130435,0.6956521739130435,0.8099788427352905,True
13,0.5391588672785692,0.9577464788732394,0.7851603031158447,0.6956521739130435,0.6956521739130435,0.7851603031158447,True
14,0.49717863428760584,0.971830985915493,0.7608652710914612,0.7391304347826086,0.7391304347826086,0.7608652710914612,True
15,0.4817963481788904,0.9577464788732394,0.7349153757095337,0.7391304347826086,0.7391304347826086,0.7349153757095337,True
16,0.45347973704338074,0.971830985915493,0.7091111540794373,0.7391304347826086,0.7391304347826086,0.7091111540794373,True
17,0.42666866409946497,0.9577464788732394,0.6892884969711304,0.782608695652174,0.782608695652174,0.6892884969711304,True
18,0.39741662606387074,0.9859154929577465,0.6690363883972168,0.782608695652174,0.782608695652174,0.6690363883972168,True
19,0.369665479995835,0.9859154929577465,0.6491116285324097,0.782608695652174,0.782608695652174,0.6491116285324097,True
20,0.3455353882950796,1.0,0.6333627104759216,0.782608695652174,0.782608695652174,0.6333627104759216,True
21,0.32222353320726205,1.0,0.6169814467430115,0.782608695652174,0.782608695652174,0.6169814467430115,True
22,0.31288780167069236,0.971830985915493,0.6000893712043762,0.782608695652174,0.782608695652174,0.6000893712043762,True
23,0.29206334369283327,0.9859154929577465,0.5838074684143066,0.782608695652174,0.782608695652174,0.5838074684143066,True
24,0.2509274877293009,1.0,0.5700151920318604,0.782608695652174,0.782608695652174,0.5700151920318604,True
25,0.24942531929889195,1.0,0.5588275194168091,0.782608695652174,0.782608695652174,0.5588275194168091,True
26,0.2319414006992125,0.9859154929577465,0.5476726293563843,0.782608695652174,0.782608695652174,0.5476726293563843,True
27,0.21740492338865575,1.0,0.5396766662597656,0.782608695652174,0.782608695652174,0.5396766662597656,True
28,0.21403170030721477,1.0,0.533041775226593,0.782608695652174,0.782608695652174,0.533041775226593,True
29,0.20183921720780118,0.9859154929577465,0.5238274931907654,0.7391304347826086,0.782608695652174,0.533041775226593,False
30,0.1808818776003072,1.0,0.5133374333381653,0.7391304347826086,0.782608695652174,0.533041775226593,False
31,0.1774714704550488,1.0,0.5053324699401855,0.7391304347826086,0.782608695652174,0.533041775226593,False
32,0.16020979952644293,1.0,0.4958871304988861,0.7391304347826086,0.782608695652174,0.533041775226593,False
33,0.15074043500591333,1.0,0.487030565738678,0.7391304347826086,0.782608695652174,0.533041775226593,False
34,0.15558045661785233,1.0,0.4772166907787323,0.7391304347826086,0.782608695652174,0.533041775226593,False
35,0.12584950491576127,1.0,0.46950045228004456,0.7391304347826086,0.782608695652174,0.533041775226593,False
